game,score,steps,duration_sec,reason
851,0,640,5.489,hunger
852,0,640,5.511,hunger
853,0,640,5.478,hunger
854,8,1382,11.909,hunger
855,2,1273,10.873,hunger
856,0,640,5.424,hunger
857,0,640,5.407,hunger
858,0,640,5.448,hunger
859,0,640,5.428,hunger
860,6,1603,13.571,hunger
861,2,1263,10.699,hunger
862,0,640,5.55,hunger
863,0,640,5.548,hunger
864,12,1457,12.427,hunger
865,0,640,5.402,hunger
866,1,681,6.209,hunger
867,0,640,5.445,hunger
868,0,640,5.432,hunger
869,0,640,5.43,hunger
870,0,640,5.419,hunger
871,0,640,5.549,hunger
872,0,640,5.447,hunger
873,0,640,5.516,hunger
874,0,640,5.676,hunger
875,0,640,5.439,hunger
876,0,640,5.382,hunger
877,9,2017,17.214,self
878,0,640,5.527,hunger
879,1,657,6.066,hunger
880,0,640,5.453,hunger
881,0,640,5.959,hunger
882,0,640,5.529,hunger
883,0,640,5.483,hunger
884,0,640,5.486,hunger
885,1,1250,10.804,hunger
886,0,640,5.619,hunger
887,0,640,5.575,hunger
888,0,640,5.477,hunger
889,26,2773,23.748,self
890,3,1202,10.301,hunger
891,2,1277,11.025,hunger
892,0,640,5.554,hunger
893,0,640,5.503,hunger
894,0,640,5.639,hunger
895,0,640,5.556,hunger
896,0,640,5.575,hunger
897,2,1203,10.309,hunger
898,10,1748,15.035,hunger
899,0,640,5.486,hunger
900,0,640,5.519,hunger
901,2,921,7.899,hunger
902,1,1231,10.533,hunger
903,0,640,5.455,hunger
904,0,640,5.509,hunger
905,0,640,5.483,hunger
906,0,640,5.496,hunger
907,0,640,5.515,hunger
908,0,640,5.631,hunger
909,0,640,5.518,hunger
910,0,640,5.5,hunger
911,0,640,5.558,hunger
912,0,640,5.461,hunger
913,1,661,5.664,hunger
914,0,640,5.472,hunger
915,0,640,5.512,hunger
916,3,1950,16.777,hunger
917,0,640,5.482,hunger
918,0,640,5.553,hunger
919,0,640,5.527,hunger
920,0,640,5.491,hunger
921,2,790,6.84,hunger
922,0,640,5.506,hunger
923,1,654,5.833,hunger
924,0,640,5.747,hunger
925,0,640,5.514,hunger
926,4,1162,9.984,hunger
927,0,640,5.469,hunger
928,0,640,5.532,hunger
929,0,640,5.487,hunger
930,2,1301,11.245,hunger
931,0,640,5.46,hunger
932,0,640,5.507,hunger
933,0,640,5.488,hunger
934,0,640,5.467,hunger
935,0,640,5.487,hunger
936,0,640,5.583,hunger
937,0,640,5.504,hunger
938,0,640,5.538,hunger
939,2,1520,13.087,hunger
940,0,640,5.501,hunger
941,0,640,5.485,hunger
942,0,640,5.548,hunger
943,0,640,5.462,hunger
944,0,640,5.479,hunger
945,0,640,5.574,hunger
946,0,640,5.535,hunger
947,0,640,5.482,hunger
948,0,640,5.479,hunger
949,1,1213,10.389,hunger
950,0,640,5.489,hunger
951,1,661,5.669,hunger
952,0,640,5.499,hunger
953,0,640,5.458,hunger
954,0,640,5.477,hunger
955,0,640,5.491,hunger
956,0,640,5.469,hunger
957,0,640,5.47,hunger
958,0,640,5.575,hunger
959,0,640,5.511,hunger
960,0,640,5.476,hunger
961,0,640,5.512,hunger
962,1,649,5.693,hunger
963,0,640,5.492,hunger
964,0,640,5.464,hunger
965,28,3796,37.789,self
966,0,640,5.602,hunger
967,0,640,5.463,hunger
968,0,640,5.403,hunger
969,1,666,5.663,hunger
970,0,640,5.393,hunger
971,0,640,5.436,hunger
972,0,640,5.422,hunger
973,0,640,5.464,hunger
974,0,640,5.424,hunger
975,20,1711,15.121,self
976,3,1413,12.017,hunger
977,0,640,5.468,hunger
978,2,668,5.877,hunger
979,0,640,5.608,hunger
980,0,640,5.452,hunger
981,0,640,5.529,hunger
982,0,640,5.349,hunger
983,0,640,5.462,hunger
